,thomas_num,thomas_name,icpsr,congress,year,st_name,cd,dem,majority,elected,female,afam,latino,votepct,votepct_sq,dwnom1,meddist,majdist,deleg_size,speaker,chair,subchr,power,budget,seniority,sensq,state_leg,state_leg_prof,maj_leader,min_leader,south,south_dem,ss_bills,ss_aic,ss_abc,ss_pass,ss_law,s_bills,s_aic,s_abc,s_pass,s_law,c_bills,c_aic,c_abc,c_pass,c_law,all_bills,all_aic,all_abc,all_pass,all_law,les,leslag
,104,"Dennis, David",12012,93,1973,IN,10,0,0,1968,0,0,0,57,3249,0.508,0.555,0.8275,11,0,0,0,0,0,3,9,1,0.143,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0.056852,
,105,"Dent, John",2513,93,1973,PA,21,1,1,1958,0,0,0,62,3844,-0.336,0.289,0.0165,25,0,0,1,0,0,8,64,1,0.345,0,0,0,0,7,4,4,3,1,50,0,0,0,0,0,0,0,0,0,57,4,4,3,1,2.791796,
,106,"Derwinski, Edward",2525,93,1973,IL,4,0,0,1958,0,0,0,71,5041,0.281,0.328,0.6005,24,0,0,0,0,0,8,64,1,0.344,0,0,0,0,0,0,0,0,0,17,0,0,0,0,2,0,0,0,0,19,0,0,0,0,0.08993,
,107,"Devine, Samuel",2533,93,1973,OH,12,0,0,1958,0,0,0,56,3136,0.493,0.54,0.8125,23,0,0,0,0,0,8,64,1,0.355,0,1,0,0,0,0,0,0,0,19,0,0,0,0,1,0,0,0,0,20,0,0,0,0,0.099233,
,108,"Dickinson, William",10717,93,1973,AL,2,0,0,1964,0,0,0,55,3025,0.385,0.432,0.7045,7,0,0,0,0,0,5,25,0,0,0,0,1,0,1,0,0,0,0,29,2,2,2,1,3,0,0,0,0,33,2,2,2,1,0.916425,
,109,"Diggs, Charles",2594,93,1973,MI,13,1,1,1954,0,1,0,86,7396,-0.522,0.475,0.2025,19,0,1,1,0,0,10,100,1,0.463,0,0,0,0,1,1,1,1,0,55,11,11,10,9,1,0,0,0,0,57,12,12,11,9,5.520432,
,110,"Dingell, John",2605,93,1973,MI,16,1,1,1955,0,0,0,68,4624,-0.447,0.4,0.1275,19,0,0,1,0,0,10,100,0,0,0,0,0,0,3,2,2,1,0,120,1,1,1,0,3,0,0,0,0,126,3,3,2,0,1.899209,
,111,"Donohue, Harold",2660,93,1973,MA,3,1,1,1946,0,0,0,100,10000,-0.357,0.31,0.0375,12,0,0,1,0,0,14,196,0,0,0,0,0,0,1,1,1,1,1,19,1,1,1,0,3,1,1,1,1,23,3,3,3,2,1.420373,
,112,"Dorn, William",2672,93,1973,SC,3,1,1,1950,0,0,0,75,5625,0.024,0.071,0.3435,6,0,1,0,0,0,12,144,1,0.281,0,0,1,1,2,2,2,2,2,93,2,2,2,0,2,0,0,0,0,97,4,4,4,2,2.935663,
,113,"Downing, Thomas",2706,93,1973,VA,1,1,1,1958,0,0,0,78,6084,0.021,0.068,0.3405,10,0,0,1,0,0,8,64,0,0,0,0,1,1,1,1,1,1,1,55,1,2,2,1,2,1,1,1,0,58,3,4,4,2,1.938509,
,114,"Drinan, Robert",13013,93,1973,MA,4,1,1,1970,0,0,0,49,2401,-0.475,0.428,0.1555,12,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,5,1,1,1,0,27,1,1,1,0,0.176889,
,115,"Dulski, Thaddeus",2752,93,1973,NY,37,1,1,1958,0,0,0,72,5184,-0.193,0.146,0.1265,39,0,1,1,0,0,8,64,0,0,0,0,0,0,3,1,2,2,1,70,5,5,5,4,3,0,0,0,0,76,6,7,7,5,3.85363,
,116,"Duncan, John",10719,93,1973,TN,2,0,0,1964,0,0,0,100,10000,0.207,0.254,0.5265,8,0,0,0,1,0,5,25,0,0,0,0,1,0,0,0,0,0,0,48,0,0,0,0,9,0,0,0,0,57,0,0,0,0,0.257387,
,117,"Eckhardt, Bob",11013,93,1973,TX,8,1,1,1966,0,0,0,64,4096,-0.549,0.502,0.2295,24,0,0,0,0,0,4,16,1,0.191,0,0,1,1,2,1,1,1,1,14,0,0,0,0,4,0,0,0,0,20,1,1,1,1,1.023219,
,118,"Edwards, Don",10583,93,1973,CA,9,1,1,1962,0,0,0,72,5184,-0.643,0.596,0.3235,43,0,0,1,0,0,6,36,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,4,0,0,0,0,29,0,0,0,0,0.133345,
,119,"Edwards, Jack",10721,93,1973,AL,1,0,0,1964,0,0,0,77,5929,0.195,0.242,0.5145,7,0,0,0,1,0,5,25,0,0,0,1,1,0,0,0,0,0,0,46,0,0,0,0,4,0,0,0,0,50,0,0,0,0,0.241882,
,120,"Eilberg, Joshua",11014,93,1973,PA,4,1,1,1966,0,0,0,56,3136,-0.425,0.378,0.1055,25,0,0,1,0,0,4,16,1,0.345,0,0,0,0,0,0,0,0,0,60,0,0,0,0,4,0,0,0,0,64,0,0,0,0,0.314239,
,121,"Erlenborn, John",10722,93,1973,IL,14,0,0,1964,0,0,0,73,5329,0.279,0.326,0.5985,24,0,0,0,0,0,5,25,1,0.344,0,0,0,0,2,1,1,0,0,42,0,0,0,0,0,0,0,0,0,44,1,1,0,0,0.612405,
,122,"Esch, Marvin",11015,93,1973,MI,2,0,0,1966,0,0,0,56,3136,0.113,0.16,0.4325,19,0,0,0,0,0,4,16,1,0.463,0,0,0,0,3,0,0,0,0,71,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0.397967,
,123,"Eshleman, Edwin",11016,93,1973,PA,16,0,0,1966,0,0,0,73,5329,0.255,0.302,0.5745,25,0,0,0,0,0,4,16,1,0.345,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0.041347,
,124,"Evans, Frank",10723,93,1973,CO,3,1,1,1964,0,0,0,66,4356,-0.315,0.268,0.0045,5,0,0,0,1,0,5,25,1,0.284,0,0,0,0,0,0,0,0,0,20,0,0,0,0,2,2,2,1,1,22,2,2,1,1,0.235507,
,125,"Evins, Joe",3034,93,1973,TN,4,1,1,1946,0,0,0,81,6561,-0.29,0.243,0.0295,8,0,0,1,1,0,14,196,0,0,0,0,1,1,2,2,2,2,2,11,0,0,0,0,0,0,0,0,0,13,2,2,2,2,1.929632,
,126,"Fascell, Dante",3078,93,1973,FL,15,1,1,1954,0,0,0,57,3249,-0.373,0.326,0.0535,15,0,0,1,0,0,10,100,1,0.224,0,0,1,1,0,0,0,0,0,40,1,1,1,1,4,1,1,1,0,44,2,2,2,1,0.731913,
,127,"Fauntroy, Walter",,93,1973,DC,1,,0,1970,0,1,0,,,,,,1,0,0,1,0,0,2,4,0,,0,0,0,0,0,0,0,0,0,30,3,3,2,2,3,0,0,0,0,33,3,3,2,2,1.271536,
,128,"Findley, Paul",10517,93,1973,IL,20,0,0,1960,0,0,0,69,4761,0.185,0.232,0.5045,24,0,0,0,0,0,7,49,0,0,0,0,0,0,0,0,0,0,0,38,1,1,1,1,0,0,0,0,0,38,1,1,1,1,0.659426,
,129,"Fish, Hamilton",12013,93,1973,NY,25,0,0,1968,0,0,0,72,5184,0.057,0.104,0.3765,39,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,7,0,0,0,0,65,0,0,0,0,0.307003,
,130,"Fisher, O.",3171,93,1973,TX,21,1,1,1942,0,0,0,57,3249,0.121,0.168,0.4405,24,0,0,1,0,0,16,256,1,0.191,0,0,1,1,1,1,1,1,0,21,1,1,1,1,14,2,2,2,1,36,4,4,4,2,1.327146,
,131,"Flood, Daniel",3224,93,1973,PA,11,1,1,1954,0,0,0,68,4624,-0.36,0.313,0.0405,25,0,0,1,1,0,10,100,0,0,0,0,0,0,2,2,2,2,2,23,0,0,0,0,4,1,1,1,1,29,3,3,3,3,2.088393,
,132,"Flowers, Walter",12014,93,1973,AL,7,1,1,1968,0,0,0,85,7225,-0.091,0.044,0.2285,7,0,0,0,0,0,3,9,0,0,0,0,1,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0.046516,
,133,"Flynt, John",3242,93,1973,GA,6,1,1,1954,0,0,0,100,10000,0.12,0.167,0.4395,10,0,0,0,1,0,10,100,1,0.142,0,0,1,1,0,0,0,0,0,32,1,1,1,1,1,0,0,0,0,33,1,1,1,1,0.629449,
,134,"Foley, Thomas",10726,93,1973,WA,5,1,1,1964,0,0,0,81,6561,-0.288,0.241,0.0315,7,0,0,1,0,0,5,25,0,0,0,0,0,0,1,0,0,0,0,17,3,3,3,1,3,1,1,1,1,21,4,4,4,2,1.237086,
,135,"Ford, William",10727,93,1973,MI,15,1,1,1964,0,0,0,66,4356,-0.498,0.451,0.1785,19,0,0,1,0,0,5,25,1,0.463,0,0,0,0,2,2,2,1,0,29,0,0,0,0,0,0,0,0,0,31,2,2,1,0,1.125369,
,136,"Ford, Gerald",3268,93,1973,MI,5,0,0,1948,0,0,0,61,3721,0.313,0.36,0.6325,19,0,0,0,0,0,13,169,0,0,0,1,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0.082695,
,137,"Forsythe, Edwin",12046,93,1973,NJ,6,0,0,1970,0,0,0,63,3969,0.227,0.274,0.5465,15,0,0,0,0,0,2,4,1,0.175,0,0,0,0,0,0,0,0,0,44,0,0,0,0,4,2,2,2,2,48,2,2,2,2,0.416755,
,138,"Fountain, L.",3321,93,1973,NC,2,1,1,1952,0,0,0,72,5184,0.015,0.062,0.3345,11,0,0,1,0,0,11,121,1,0.19,0,0,1,1,0,0,0,0,0,12,1,1,0,0,0,0,0,0,0,12,1,1,0,0,0.24935,
,139,"Fraser, Donald",10585,93,1973,MN,5,1,1,1962,0,0,0,66,4356,-0.469,0.422,0.1495,8,0,0,0,0,0,6,36,1,0.211,0,0,0,0,4,3,3,3,2,119,2,2,2,2,1,0,0,0,0,124,5,5,5,4,4.015735,
,140,"Frelinghuysen, Peter",3364,93,1973,NJ,5,0,0,1952,0,0,0,62,3844,0.218,0.265,0.5375,15,0,0,0,0,0,11,121,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0.056852,
,141,"Frenzel, Bill",13015,93,1973,MN,3,0,0,1970,0,0,0,63,3969,0.249,0.296,0.5685,8,0,0,0,0,0,2,4,1,0.211,0,0,0,0,1,0,0,0,0,55,0,0,0,0,1,0,0,0,0,57,0,0,0,0,0.295633,
,142,"Frey, Lou",12015,93,1973,FL,9,0,0,1968,0,0,0,100,10000,0.242,0.289,0.5615,15,0,0,0,0,0,3,9,0,0,0,0,1,0,2,1,1,1,1,93,3,3,3,1,5,0,0,0,0,100,4,4,4,2,2.475737,
,143,"Froehlich, Harold",14014,93,1973,WI,8,0,0,1972,0,0,0,50,2500,0.293,0.34,0.6125,9,0,0,0,0,0,1,1,1,0.249,0,0,0,0,1,1,1,1,1,49,0,0,0,0,1,0,0,0,0,51,1,1,1,1,1.190676,
,144,"Fulton, Richard",10586,93,1973,TN,5,1,1,1962,0,0,0,63,3969,-0.319,0.272,0.0005,8,0,0,0,1,0,6,36,1,0.149,0,0,1,1,2,1,1,1,1,72,1,1,1,1,3,0,0,0,0,77,2,2,2,2,1.78498,
,145,"Fuqua, Don",10587,93,1973,FL,2,1,1,1962,0,0,0,100,10000,-0.112,0.065,0.2075,15,0,0,1,0,0,6,36,1,0.224,0,0,1,1,1,0,0,0,0,78,0,0,0,0,2,0,0,0,0,81,0,0,0,0,0.41554,
,146,"Gaydos, Joseph",11067,93,1973,PA,20,1,1,1968,0,0,0,62,3844,-0.287,0.24,0.0325,25,0,0,0,0,0,3,9,1,0.345,0,0,0,0,0,0,0,0,0,43,0,0,0,0,1,0,0,0,0,44,0,0,0,0,0.223275,
,147,"Gettys, Tom",10728,93,1973,SC,5,1,1,1964,0,0,0,61,3721,-0.08,0.033,0.2395,6,0,0,1,0,0,5,25,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.015505,
,148,"Giaimo, Robert",3553,93,1973,CT,3,1,1,1958,0,0,0,53,2809,-0.304,0.257,0.0155,6,0,0,0,1,1,8,64,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,13,0,0,0,0,0.05065,
,149,"Gibbons, Sam",10588,93,1973,FL,7,1,1,1962,0,0,0,68,4624,-0.178,0.131,0.1415,15,0,0,0,1,0,6,36,1,0.224,0,0,1,1,0,0,0,0,0,24,1,1,1,1,3,0,0,0,0,27,1,1,1,1,0.590169,
,150,"Gilman, Benjamin",14015,93,1973,NY,26,0,0,1972,0,0,0,48,2304,-0.037,0.01,0.2825,39,0,0,0,0,0,1,1,1,0.407,0,0,0,0,0,0,0,0,0,38,0,0,0,0,2,0,0,0,0,40,0,0,0,0,0.198467,
,151,"Ginn, Bo",14016,93,1973,GA,1,1,1,1972,0,0,0,100,10000,-0.126,0.079,0.1935,10,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,19,1,1,1,0,7,3,3,3,1,26,4,4,4,1,0.604148,
,152,"Goldwater, Barry",12037,93,1973,CA,27,0,0,1969,0,0,0,43,1849,0.346,0.393,0.6655,43,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,8,0,0,0,0,45,0,0,0,0,0.199501,
,153,"Gonzalez, Henry",10520,93,1973,TX,20,1,1,1961,0,0,1,97,9409,-0.528,0.481,0.2085,24,0,0,0,0,0,7,49,1,0.191,0,0,1,1,3,3,3,2,1,33,0,0,0,0,3,0,0,0,0,39,3,3,2,1,2.085534,
,154,"Goodling, William",10521,93,1973,PA,19,0,0,1960,0,0,0,58,3364,0.569,0.616,0.8885,25,0,0,0,0,0,7,49,,,0,0,0,0,0,0,0,0,0,13,2,2,2,2,0,0,0,0,0,13,2,2,2,2,0.993242,
,155,"Grasso, Ella",13016,93,1973,CT,6,1,1,1970,1,0,0,60,3600,-0.282,0.235,0.0375,6,0,0,0,0,0,2,4,1,0.2,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0.366957,
,156,"Gray, Kenneth",3769,93,1973,IL,24,1,1,1954,0,0,0,94,8836,-0.364,0.317,0.0445,24,0,0,1,0,0,10,100,0,0,0,0,0,0,2,2,2,2,0,33,7,7,6,5,8,2,2,2,0,43,11,11,10,5,4.268377,
,157,"Green, William",10591,93,1973,PA,3,1,1,1964,0,0,0,64,4096,-0.436,0.389,0.1165,25,0,0,0,1,0,5,25,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,3,0,0,0,0,41,0,0,0,0,0.199501,
,158,"Green, Edith",3775,93,1973,OR,3,1,1,1954,1,0,0,62,3844,-0.069,0.022,0.2505,4,0,0,0,1,0,10,100,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,2,0,0,0,0,20,0,0,0,0,0.095099,
,159,"Griffiths, Martha",3830,93,1973,MI,17,1,1,1954,1,0,0,66,4356,-0.286,0.239,0.0335,19,0,0,0,1,1,10,100,1,0.463,0,0,0,0,3,2,2,2,2,35,3,3,3,3,1,0,0,0,0,39,5,5,5,5,3.454124,
,160,"Gross, H.",3853,93,1973,IA,3,0,0,1948,0,0,0,56,3136,1.633,1.68,1.9525,6,0,0,0,0,0,13,169,0,0,0,0,0,0,1,1,1,1,0,13,0,0,0,0,0,0,0,0,0,14,1,1,1,0,0.65768,
,161,"Grover, James",10592,93,1973,NY,2,0,0,1962,0,0,0,66,4356,0.283,0.33,0.6025,39,0,0,0,0,0,6,36,1,0.407,0,0,0,0,0,0,0,0,0,13,0,0,0,0,3,1,1,1,0,16,1,1,1,0,0.128306,
,162,"Gubser, Charles",3867,93,1973,CA,10,0,0,1952,0,0,0,65,4225,0.229,0.276,0.5485,43,0,0,0,0,0,11,121,1,0.526,0,0,0,0,0,0,0,0,0,37,1,1,1,1,5,0,0,0,0,42,1,1,1,1,0.659426,
,163,"Gude, Gilbert",11019,93,1973,MD,8,0,0,1966,0,0,0,64,4096,-0.082,0.035,0.2375,8,0,0,0,0,0,4,16,1,0.252,0,0,0,0,0,0,0,0,0,83,2,2,2,2,11,1,1,1,1,94,3,3,3,3,1.459007,
,164,"Gunter, Bill",14017,93,1973,FL,5,1,1,1972,0,0,0,56,3136,-0.094,0.047,0.2255,15,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,47,0,0,0,0,1,0,0,0,0,48,0,0,0,0,0.243949,
,165,"Guyer, Tennyson",14018,93,1973,OH,4,0,0,1972,0,0,0,63,3969,0.209,0.256,0.5285,23,0,0,0,0,0,1,1,1,0.355,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0.077526,
,166,"Haley, James",3929,93,1973,FL,8,1,1,1952,0,0,0,58,3364,0.093,0.14,0.4125,15,0,1,0,0,0,11,121,1,0.224,0,0,1,1,2,2,2,1,1,16,1,1,1,0,3,0,0,0,0,21,3,3,2,1,1.697257,
,167,"Hamilton, Lee",10732,93,1973,IN,9,1,1,1964,0,0,0,63,3969,-0.176,0.129,0.1435,11,0,0,1,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0.052718,
,168,"Hammerschmidt, John",11020,93,1973,AR,3,0,0,1966,0,0,0,77,5929,0.211,0.258,0.5305,4,0,0,0,0,0,4,16,0,0,0,0,1,0,1,1,1,1,1,38,0,0,0,0,1,0,0,0,0,40,1,1,1,1,1.133823,
,169,"Hanley, James",10733,93,1973,NY,32,1,1,1964,0,0,0,57,3249,-0.284,0.237,0.0355,39,0,0,1,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,38,1,1,0,0,4,1,1,1,0,42,2,2,1,0,0.445879,
,170,"Hanna, Richard",10594,93,1973,CA,34,1,1,1962,0,0,0,67,4489,-0.343,0.296,0.0235,43,0,0,1,0,0,6,36,1,0.526,0,0,0,0,0,0,0,0,0,16,0,0,0,0,5,1,1,0,0,21,1,1,0,0,0.125329,
,171,"Hanrahan, Robert",14019,93,1973,IL,3,0,0,1972,0,0,0,62,3844,0.271,0.318,0.5905,24,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0.0982,
,172,"Hansen, Julia",4043,93,1973,WA,3,1,1,1960,1,0,0,66,4356,-0.361,0.314,0.0415,7,0,0,1,1,0,7,49,1,0.212,0,0,0,0,3,3,3,3,2,2,0,0,0,0,0,0,0,0,0,5,3,3,3,2,2.473607,
,173,"Hansen, Orval",12016,93,1973,ID,2,0,0,1968,0,0,0,69,4761,0.153,0.2,0.4725,2,0,0,0,0,0,3,9,1,0.179,0,0,0,0,0,0,0,0,0,44,0,0,0,0,3,0,0,0,0,47,0,0,0,0,0.230511,
,174,"Harrington, Michael",12040,93,1973,MA,6,1,1,1969,0,0,0,64,4096,-0.527,0.48,0.2075,12,0,0,0,0,0,3,9,1,0.386,0,0,0,0,0,0,0,0,0,147,0,0,0,0,4,0,0,0,0,151,0,0,0,0,0.763891,
,175,"Harsha, William",10525,93,1973,OH,6,0,0,1960,0,0,0,100,10000,0.182,0.229,0.5015,23,0,0,0,0,0,7,49,0,0,0,0,0,0,0,0,0,0,0,27,1,1,1,1,2,0,0,0,0,29,1,1,1,1,0.604641,
,176,"Harvey, James",10526,93,1973,MI,8,0,0,1960,0,0,0,59,3481,0.148,0.195,0.4675,19,0,0,0,0,0,7,49,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,18,0,0,0,0,0.088897,
,177,"Hastings, James",12017,93,1973,NY,39,0,0,1968,0,0,0,72,5184,0.223,0.27,0.5425,39,0,0,0,0,1,3,9,1,0.407,0,0,0,0,4,3,3,3,1,53,1,1,1,1,2,0,0,0,0,59,4,4,4,2,2.866727,
,178,"Hawkins, Augustus",10595,93,1973,CA,21,1,1,1962,0,1,0,83,6889,-0.603,0.556,0.2835,43,0,0,1,0,0,6,36,1,0.526,0,0,0,0,3,2,2,2,1,37,0,0,0,0,0,0,0,0,0,40,2,2,2,1,1.728448,
,179,"Hays, Wayne",4247,93,1973,OH,18,1,1,1948,0,0,0,70,4900,-0.332,0.285,0.0125,23,0,1,1,0,0,13,169,1,0.355,0,0,0,0,8,7,8,8,3,15,3,4,4,3,0,0,0,0,0,23,10,12,12,6,7.232314,
,180,"Hebert, F.",4275,93,1973,LA,1,1,1,1940,0,0,0,100,10000,0.011,0.058,0.3305,8,0,1,0,0,0,17,289,0,0,0,0,1,1,6,5,5,4,4,36,10,10,10,6,0,0,0,0,0,42,15,15,14,10,8.265421,
,181,"Hechler, Ken",4276,93,1973,WV,4,1,1,1958,0,0,0,61,3721,-0.247,0.2,0.0725,4,0,0,1,0,0,8,64,0,0,0,0,0,0,2,0,0,0,0,43,0,0,0,0,1,0,0,0,0,46,0,0,0,0,0.243949,
,182,"Heckler, Margaret",11021,93,1973,MA,10,0,0,1966,1,0,0,100,10000,-0.042,0.005,0.2775,12,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,5,1,1,1,1,50,1,1,1,1,0.330352,
,183,"Heinz, John",13050,93,1973,PA,18,0,0,1971,0,0,0,73,5329,0.04,0.087,0.3595,25,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,2,0,0,0,0,61,0,0,0,0,0.307003,
,184,"Helstoski, Henry",10737,93,1973,NJ,9,1,1,1964,0,0,0,56,3136,-0.469,0.422,0.1495,15,0,0,1,0,0,5,25,0,0,0,0,0,0,1,0,0,0,0,156,0,0,0,0,42,1,1,0,0,199,1,1,0,0,0.897489,
,185,"Henderson, David",10527,93,1973,NC,3,1,1,1960,0,0,0,79,6241,-0.073,0.026,0.2465,11,0,0,1,0,0,7,49,0,0,0,0,1,1,0,0,0,0,0,31,2,2,2,2,4,2,2,2,1,35,4,4,4,3,1.241029,
,186,"Hicks, Floyd",10738,93,1973,WA,6,1,1,1964,0,0,0,72,5184,-0.399,0.352,0.0795,7,0,0,1,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,19,2,2,2,1,4,0,0,0,0,23,2,2,2,1,0.855438,
,187,"Hillis, Elwood",13018,93,1973,IN,5,0,0,1970,0,0,0,64,4096,0.114,0.161,0.4335,11,0,0,0,0,0,2,4,1,0.143,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0.211905,
,188,"Hinshaw, Andrew",14020,93,1973,CA,39,0,0,1972,0,0,0,66,4356,0.271,0.318,0.5905,43,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0.032044,
,189,"Hogan, Lawrence",12018,93,1973,MD,5,0,0,1968,0,0,0,63,3969,0.166,0.213,0.4855,8,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,8,0,0,0,0,45,0,0,0,0,0.199501,
,190,"Holifield, Chet",4514,93,1973,CA,19,1,1,1942,0,0,0,67,4489,-0.409,0.362,0.0895,43,0,1,1,0,0,16,256,0,0,0,0,0,0,8,6,6,6,3,19,3,3,3,2,0,0,0,0,0,27,9,9,9,5,5.915644,
,191,"Holt, Marjorie",14021,93,1973,MD,4,0,0,1972,1,0,0,59,3481,0.365,0.412,0.6845,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,5,1,1,1,1,29,1,1,1,1,0.221816,
,192,"Holtzman, Elizabeth",14022,93,1973,NY,16,1,1,1972,1,0,0,66,4356,-0.551,0.504,0.2315,39,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,1,1,1,0,0,31,1,1,0,0,0.193552,
,193,"Horton, Frank",10596,93,1973,NY,34,0,0,1962,0,0,0,72,5184,-0.022,0.025,0.2975,39,0,0,0,0,0,6,36,0,0,0,0,0,0,0,0,0,0,0,31,1,1,1,1,3,0,0,0,0,34,1,1,1,1,0.626348,
,194,"Hosmer, Craig",4592,93,1973,CA,32,0,0,1952,0,0,0,66,4356,0.36,0.407,0.6795,43,0,0,0,0,0,11,121,0,0,0,0,0,0,2,0,0,0,0,43,2,2,2,1,1,0,0,0,0,46,2,2,2,1,0.997052,
,195,"Howard, James",10739,93,1973,NJ,3,1,1,1964,0,0,0,53,2809,-0.42,0.373,0.1005,15,0,0,1,0,0,5,25,0,0,0,0,0,0,3,3,3,2,1,57,0,0,0,0,0,0,0,0,0,60,3,3,2,1,2.206475,
,196,"Huber, Robert",14023,93,1973,MI,18,0,0,1972,0,0,0,53,2809,0.468,0.515,0.7875,19,0,0,0,0,0,1,1,1,0.463,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0.108537,
,197,"Hudnut, William",14024,93,1973,IN,11,0,0,1972,0,0,0,51,2601,0.317,0.364,0.6365,11,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,0,0,0,15,0,0,0,0,0.073391,
,198,"Hungate, William",10740,93,1973,MO,9,1,1,1964,0,0,0,67,4489,-0.303,0.256,0.0165,10,0,0,1,0,0,5,25,0,0,0,0,0,0,2,2,2,2,2,20,1,1,0,0,1,0,0,0,0,23,3,3,2,2,2.164511,
,199,"Hunt, John",11022,93,1973,NJ,1,0,0,1966,0,0,0,53,2809,0.285,0.332,0.6045,15,0,0,0,0,0,4,16,1,0.175,0,0,0,0,0,0,0,0,0,31,0,0,0,0,3,0,0,0,0,34,0,0,0,0,0.163322,
,200,"Hutchinson, Edward",10597,93,1973,MI,4,0,0,1962,0,0,0,67,4489,0.433,0.48,0.7525,19,0,0,0,0,0,6,36,1,0.463,0,0,0,0,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0.072358,
,201,"Ichord, Richard",10528,93,1973,MO,8,1,1,1960,0,0,0,62,3844,0.108,0.155,0.4275,10,0,0,0,0,0,7,49,1,0.266,0,0,0,0,1,1,1,0,0,26,1,1,1,1,3,0,0,0,0,30,2,2,1,1,0.985501,
,202,"Jarman, John",4891,93,1973,OK,5,1,1,1950,0,0,0,60,3600,0.173,0.22,0.4925,6,0,0,1,0,0,12,144,1,0.249,0,0,1,1,0,0,0,0,0,16,0,0,0,0,4,1,1,1,1,20,1,1,1,1,0.179435,
,203,"Johnson, Harold",4957,93,1973,CA,2,1,1,1958,0,0,0,68,4624,-0.413,0.366,0.0935,43,0,0,1,0,0,8,64,1,0.526,0,0,0,0,5,5,5,5,3,31,1,1,0,0,3,1,1,1,1,39,7,7,6,4,4.433406,
,204,"Johnson, Albert",10598,93,1973,PA,23,0,0,1963,0,0,0,56,3136,0.192,0.239,0.5115,25,0,0,0,0,0,6,36,1,0.345,0,0,0,0,1,0,0,0,0,52,0,0,0,0,2,0,0,0,0,55,0,0,0,0,0.281161,
,205,"Johnson, James",14025,93,1973,CO,4,0,0,1972,0,0,0,51,2601,0.136,0.183,0.4555,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,14,0,0,0,0,0.059954,
,206,"Jones, Ed",12038,93,1973,TN,7,1,1,1969,0,0,0,70,4900,-0.151,0.104,0.1685,8,0,0,0,0,0,3,9,0,0,0,0,1,1,1,1,1,1,1,15,0,0,0,0,0,0,0,0,0,16,1,1,1,1,1.013916,
,207,"Jones, Walter",10788,93,1973,NC,1,1,1,1966,0,0,0,69,4761,-0.079,0.032,0.2405,11,0,0,1,0,0,4,16,1,0.19,0,0,1,1,0,0,0,0,0,8,2,3,1,1,0,0,0,0,0,8,2,3,1,1,0.783702,
